booking_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,arrival_date,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
HB-050998,City Hotel,1,35,2024,May,20,13,2024-05-13,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,95.0,0,0
HB-116583,City Hotel,0,265,2025,July,29,19,2025-07-19,0,3,2,0.0,0,BB,NLD,Direct,Direct,0,0,0,A,D,2,No Deposit,14.0,,0,Transient,89.1,0,4
HB-049219,City Hotel,1,78,2024,April,15,8,2024-04-08,0,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.9,0,0
HB-108799,City Hotel,0,63,2025,March,13,29,2025-03-29,0,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0
HB-069561,City Hotel,1,189,2025,June,23,2,2025-06-02,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100.0,0,0
HB-083240,City Hotel,0,4,2024,January,4,25,2024-01-25,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,38.0,,0,Transient-Party,59.0,0,0
HB-038462,Resort Hotel,0,153,2025,July,28,9,2025-07-09,4,6,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,104.85,0,0
HB-026246,Resort Hotel,0,183,2025,July,30,24,2025-07-24,1,3,2,0.0,0,BB,PRT,Direct,Direct,1,0,0,D,D,0,No Deposit,250.0,,0,Group,142.94,0,1
HB-070842,City Hotel,1,137,2025,June,26,23,2025-06-23,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,125.0,0,0
HB-046300,City Hotel,0,120,2023,December,52,29,2023-12-29,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,72.25,0,2
HB-070129,City Hotel,1,33,2025,June,24,10,2025-06-10,1,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,85.0,,0,Transient,160.0,0,0
HB-035772,Resort Hotel,0,9,2025,April,18,29,2025-04-29,1,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,240.0,,0,Transient,138.0,0,1
HB-013327,Resort Hotel,1,0,2025,August,32,10,2025-08-10,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,8.0,0,0
HB-059547,City Hotel,1,160,2024,October,44,29,2024-10-29,0,1,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.1,0,0
HB-000193,Resort Hotel,0,65,2023,July,27,6,2023-07-06,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,127.0,,0,Transient,83.5,0,0
HB-018596,Resort Hotel,1,219,2024,June,26,27,2024-06-27,3,6,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,177.0,,0,Transient-Party,67.0,0,0
HB-079125,City Hotel,0,2,2023,October,42,18,2023-10-18,2,2,1,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,98.21,0,0
HB-097219,City Hotel,0,14,2024,September,37,13,2024-09-13,0,1,1,0.0,0,BB,GBR,Online TA,GDS,0,0,0,E,E,0,No Deposit,195.0,,0,Transient,209.0,0,0
HB-089891,City Hotel,0,132,2024,May,22,27,2024-05-27,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,144.9,0,1
HB-008290,Resort Hotel,0,343,2024,September,38,21,2024-09-21,0,4,2,0.0,0,HB,BEL,Corporate,Corporate,0,0,0,A,A,0,No Deposit,183.0,,0,Transient-Party,92.0,0,0
HB-001259,Resort Hotel,0,65,2023,August,34,21,2023-08-21,2,5,2,0.0,0,HB,IRL,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,188.71,0,0
HB-119347,City Hotel,0,45,2025,August,35,27,2025-08-27,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,183.86,0,2
HB-067185,City Hotel,1,313,2025,April,18,29,2025-04-29,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,0,Transient,90.0,0,0
HB-018140,Resort Hotel,0,13,2023,November,44,1,2023-11-01,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6.0,,0,Transient,58.13,0,0
HB-083865,City Hotel,0,4,2024,February,7,13,2024-02-13,0,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,72.8,0,0
HB-111399,City Hotel,0,12,2025,May,19,10,2025-05-10,0,1,1,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,F,1,No Deposit,14.0,,0,Group,175.0,0,0
HB-033021,Resort Hotel,0,2,2025,February,7,11,2025-02-11,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,1
HB-075876,City Hotel,1,351,2023,October,40,3,2023-10-03,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0
HB-047188,City Hotel,1,15,2024,February,7,12,2024-02-12,0,2,2,0.0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.0,0,0
HB-049944,City Hotel,1,288,2024,April,16,21,2024-04-21,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0
HB-076213,City Hotel,1,151,2023,July,30,25,2023-07-25,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,86.0,0,0
HB-028309,Resort Hotel,0,195,2024,September,38,22,2024-09-22,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Contract,53.85,0,0
HB-078581,City Hotel,0,6,2023,October,41,12,2023-10-12,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0
HB-022166,Resort Hotel,0,0,2024,March,11,13,2024-03-13,2,5,1,0.0,0,BB,ITA,Direct,Direct,0,0,0,A,D,3,No Deposit,,,0,Transient,40.0,0,0
HB-004313,Resort Hotel,1,7,2024,March,9,3,2024-03-03,0,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,242.0,,0,Transient,43.0,0,1
HB-079815,City Hotel,0,41,2023,November,44,1,2023-11-01,2,3,2,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,60.0,0,1
HB-067210,City Hotel,1,78,2025,April,18,29,2025-04-29,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,0,Transient,90.0,0,0
HB-100036,City Hotel,0,191,2024,October,42,20,2024-10-20,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,8,No Deposit,9.0,,0,Transient,90.9,0,0
HB-072778,City Hotel,1,4,2025,August,32,6,2025-08-06,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,111.0,,0,Transient,144.5,0,0
HB-092928,City Hotel,0,0,2024,July,28,13,2024-07-13,0,1,2,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,210.0,0,0
HB-029868,Resort Hotel,0,7,2024,November,45,7,2024-11-07,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,394.0,0,Transient-Party,51.0,1,0
HB-005494,Resort Hotel,1,52,2024,April,18,30,2024-04-30,1,1,2,0.0,0,BB,TUN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,77.5,0,0
HB-087757,City Hotel,0,42,2024,April,17,23,2024-04-23,1,1,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,D,C,0,No Deposit,9.0,,0,Transient,118.8,0,1
HB-090859,City Hotel,0,3,2024,June,24,10,2024-06-10,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,90.67,0,0
HB-020102,Resort Hotel,0,53,2024,January,2,9,2024-01-09,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,I,1,No Deposit,6.0,,0,Transient,26.0,0,0
HB-102415,City Hotel,0,59,2024,November,48,25,2024-11-25,1,2,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,1
HB-099205,City Hotel,0,0,2024,October,41,9,2024-10-09,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,77.0,0,0
HB-015503,Resort Hotel,0,39,2023,July,29,20,2023-07-20,1,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,241.0,,0,Transient,103.95,0,1
HB-055003,City Hotel,1,25,2024,August,31,2,2024-08-02,0,3,1,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,139.0,0,1
HB-003486,Resort Hotel,1,93,2023,December,51,19,2023-12-19,0,1,2,0.0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,80.0,0,0
HB-082436,City Hotel,0,4,2023,December,52,26,2023-12-26,2,2,2,0.0,0,SC,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,85.0,,0,Transient,61.5,0,2
HB-070556,City Hotel,1,137,2025,June,25,18,2025-06-18,2,1,2,1.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.0,0,3
HB-072607,City Hotel,1,64,2025,August,31,1,2025-08-01,0,1,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,9.0,,0,Transient,230.0,0,1
HB-003676,Resort Hotel,0,165,2023,December,52,30,2023-12-30,0,4,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,308.0,,122,Transient-Party,0.0,0,0
HB-057335,City Hotel,1,22,2024,September,39,24,2024-09-24,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,157.5,0,1
HB-047066,City Hotel,0,32,2024,February,6,6,2024-02-06,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,69.5,0,0
HB-062741,City Hotel,1,40,2025,January,4,20,2025-01-20,2,3,3,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,70.4,0,0
HB-089634,City Hotel,0,51,2024,May,21,23,2024-05-23,1,0,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.9,1,0
HB-067715,City Hotel,1,407,2025,May,19,6,2025-05-06,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0
HB-018000,Resort Hotel,0,0,2024,February,6,10,2024-02-10,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,9,A,D,0,No Deposit,88.0,,0,Transient,30.0,0,0
HB-091698,City Hotel,0,235,2024,June,26,24,2024-06-24,0,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,61,Transient,65.0,0,1
HB-054355,City Hotel,1,372,2024,July,28,14,2024-07-14,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0
HB-048772,City Hotel,1,112,2024,March,13,30,2024-03-30,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,64.0,0,0
HB-025141,Resort Hotel,0,21,2024,December,52,27,2024-12-27,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,7,A,D,0,No Deposit,,154.0,0,Transient,27.0,0,0
HB-008226,Resort Hotel,1,6,2024,September,38,19,2024-09-19,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,34.0,0,Transient,59.0,0,0
HB-057967,City Hotel,1,184,2024,October,40,4,2024-10-04,0,3,2,1.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,0
HB-046083,City Hotel,1,106,2023,December,49,9,2023-12-09,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,57,Transient,75.0,0,0
HB-087670,City Hotel,0,90,2024,April,16,21,2024-04-21,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,85.0,,0,Transient-Party,81.62,0,0
HB-005325,Resort Hotel,1,138,2024,April,17,25,2024-04-25,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,E,E,0,Non Refund,,,0,Transient,65.0,0,0
HB-023317,Resort Hotel,0,0,2024,April,16,21,2024-04-21,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,74.0,0,0
HB-019428,Resort Hotel,0,15,2023,December,50,16,2023-12-16,0,4,2,1.0,0,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,61.0,0,1
HB-057534,City Hotel,1,190,2024,September,39,26,2024-09-26,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.85,0,0
HB-033321,Resort Hotel,0,17,2025,February,8,18,2025-02-18,1,1,2,0.0,0,BB,GBR,Corporate,Corporate,0,0,0,D,D,0,No Deposit,,498.0,0,Transient-Party,55.0,1,0
HB-091791,City Hotel,0,192,2024,June,26,24,2024-06-24,0,2,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,34.0,,0,Transient-Party,95.0,0,0
HB-000522,Resort Hotel,0,106,2023,July,29,18,2023-07-18,2,3,2,1.0,1,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,,,0,Transient,126.0,0,2
HB-023974,Resort Hotel,0,29,2024,May,19,6,2024-05-06,1,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,92.0,0,1
HB-117349,City Hotel,0,208,2025,August,31,2,2025-08-02,0,1,2,0.0,0,HB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Transient-Party,157.0,0,1
HB-053835,City Hotel,1,113,2024,June,26,30,2024-06-30,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,192.0,,0,Transient,85.0,0,0
HB-106025,City Hotel,0,4,2025,February,7,16,2025-02-16,0,3,2,1.0,0,BB,JPN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,139.0,0,4
HB-038558,Resort Hotel,0,108,2025,July,29,15,2025-07-15,2,5,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,239.0,0,2
HB-028751,Resort Hotel,0,30,2024,October,41,9,2024-10-09,2,0,1,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,,,0,Transient-Party,55.0,0,0
HB-002007,Resort Hotel,0,116,2023,September,39,26,2023-09-26,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,,0,Transient,93.86,0,0
HB-005990,Resort Hotel,1,41,2024,May,20,19,2024-05-19,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,105.0,0,0
HB-056390,City Hotel,1,41,2024,September,36,4,2024-09-04,2,3,2,2.0,0,BB,DEU,Online TA,TA/TO,0,0,0,B,B,3,No Deposit,9.0,,0,Transient,208.93,0,0
HB-115686,City Hotel,0,33,2025,July,28,8,2025-07-08,1,1,2,0.0,0,BB,BRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,86.63,0,0
HB-091014,City Hotel,0,2,2024,June,24,14,2024-06-14,0,1,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,104.0,0,0
HB-036651,Resort Hotel,0,238,2025,May,21,21,2025-05-21,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,81.0,0,1
HB-088452,City Hotel,0,4,2025,May,21,21,2025-05-21,2,0,1,0.0,0,BB,SVN,Aviation,Corporate,1,0,2,A,A,0,No Deposit,,153.0,0,Transient,150.0,0,0
HB-010065,Resort Hotel,1,238,2025,February,7,10,2025-02-10,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,155.0,,0,Transient,54.0,0,0
HB-015171,Resort Hotel,1,244,2023,September,35,2,2023-09-02,2,5,2,0.0,0,BB,IRL,Groups,TA/TO,0,24,0,A,A,0,No Deposit,96.0,,0,Transient-Party,8.0,0,0
HB-038335,Resort Hotel,0,25,2025,July,28,13,2025-07-13,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,144.0,0,1
HB-021517,Resort Hotel,0,38,2024,February,8,25,2024-02-25,2,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient-Party,29.0,0,1
HB-018732,Resort Hotel,0,1,2023,November,48,27,2023-11-27,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,1
HB-001097,Resort Hotel,0,0,2023,August,33,14,2023-08-14,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,240.0,,0,Transient-Party,172.0,0,2
HB-115304,City Hotel,0,191,2025,June,27,30,2025-06-30,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.58,0,2
HB-025047,Resort Hotel,0,88,2024,June,22,2,2024-06-02,2,8,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,133.0,0,1
HB-051601,City Hotel,0,142,2024,May,21,22,2024-05-22,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,114.3,0,0
HB-032468,Resort Hotel,0,5,2025,January,4,26,2025-01-26,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,1
HB-055207,City Hotel,1,217,2024,August,32,7,2024-08-07,2,5,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,167.95,0,0
HB-087868,City Hotel,0,69,2024,April,17,23,2024-04-23,2,2,2,1.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,110.5,0,1
HB-039549,Resort Hotel,0,3,2025,August,34,20,2025-08-20,1,0,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,127.0,,0,Transient,143.2,0,0
HB-067561,City Hotel,1,143,2025,May,18,4,2025-05-04,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,151.0,,0,Transient,100.0,0,0
HB-051357,City Hotel,1,316,2024,May,20,19,2024-05-19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0
HB-066989,City Hotel,1,27,2025,April,17,27,2025-04-27,0,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,115.0,0,0
HB-007160,Resort Hotel,1,200,2024,July,30,24,2024-07-24,2,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,205.0,0,1
HB-064854,City Hotel,1,55,2025,March,12,17,2025-03-17,2,2,2,0.0,0,BB,AZE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.8,0,0
HB-080919,City Hotel,1,0,2023,November,48,28,2023-11-28,1,1,2,0.0,0,BB,PRT,Direct,Direct,1,0,0,A,A,0,No Deposit,,,0,Transient,69.0,0,0
HB-034048,Resort Hotel,0,48,2025,March,10,7,2025-03-07,0,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,60.0,0,2
HB-051646,City Hotel,0,142,2024,May,21,23,2024-05-23,1,3,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,113.05,0,1
HB-083275,City Hotel,0,12,2024,January,4,24,2024-01-24,2,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient-Party,66.0,0,1
HB-049109,City Hotel,1,105,2024,April,14,6,2024-04-06,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12.0,,0,Transient,75.0,0,0
HB-101469,City Hotel,0,17,2024,November,45,9,2024-11-09,0,4,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,143.43,0,1
HB-037824,Resort Hotel,0,0,2025,June,26,28,2025-06-28,0,2,2,0.0,0,BB,MAR,Direct,Direct,0,0,0,F,F,1,No Deposit,,,0,Transient,167.5,0,1
HB-091701,City Hotel,0,265,2024,June,26,24,2024-06-24,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1
HB-020163,Resort Hotel,0,0,2024,January,3,16,2024-01-16,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,29.0,0,0
HB-068240,City Hotel,1,164,2025,May,20,15,2025-05-15,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,160.0,0,0
HB-083929,City Hotel,0,11,2024,February,7,12,2024-02-12,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,73.6,0,2
HB-016373,Resort Hotel,0,79,2023,August,33,14,2023-08-14,4,9,3,2.0,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,,,0,Transient,241.0,1,0
HB-051506,City Hotel,1,211,2024,May,21,20,2024-05-20,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,111,Transient,100.0,0,0
HB-107989,City Hotel,0,25,2025,March,12,19,2025-03-19,2,0,2,0.0,0,BB,USA,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,143.0,0,0
HB-000516,Resort Hotel,0,26,2023,July,29,18,2023-07-18,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,132.6,1,0
HB-054736,City Hotel,1,155,2024,July,30,25,2024-07-25,1,1,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.3,0,0
HB-043770,City Hotel,0,86,2023,September,38,24,2023-09-24,0,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12.0,,0,Transient-Party,105.0,0,0
HB-002039,Resort Hotel,1,56,2023,September,39,28,2023-09-28,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,108.09,0,2
HB-097380,City Hotel,0,22,2024,September,36,8,2024-09-08,2,6,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7.0,,0,Transient,155.77,0,1
HB-056840,City Hotel,1,19,2024,September,37,15,2024-09-15,0,2,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,170.0,0,1
HB-102911,City Hotel,0,0,2024,December,49,5,2024-12-05,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.89,0,1
HB-026286,Resort Hotel,0,119,2024,July,29,20,2024-07-20,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,241.0,,0,Transient,158.2,0,0
HB-000700,Resort Hotel,1,31,2023,July,30,25,2023-07-25,3,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,154.0,0,1
HB-078097,City Hotel,0,13,2023,September,39,30,2023-09-30,0,3,2,0.0,1,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,101.33,0,2
HB-105101,City Hotel,0,0,2025,January,5,28,2025-01-28,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,79.2,0,0
HB-029179,Resort Hotel,0,386,2024,October,42,20,2024-10-20,0,3,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,D,1,No Deposit,,,0,Transient-Party,49.0,0,0
HB-055168,City Hotel,1,129,2024,August,32,6,2024-08-06,2,3,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,103.5,0,2
HB-035881,Resort Hotel,0,118,2025,April,18,30,2025-04-30,2,2,2,2.0,0,HB,ESP,Direct,Direct,0,0,0,G,G,1,No Deposit,250.0,,0,Transient,184.5,0,1
HB-020884,Resort Hotel,0,0,2024,December,49,2,2024-12-02,0,1,1,0.0,0,BB,PRT,Direct,Direct,1,0,2,A,A,0,No Deposit,,,0,Transient,44.0,1,0
HB-018626,Resort Hotel,0,1,2024,March,12,22,2024-03-22,0,1,1,0.0,0,BB,PRT,Direct,Direct,1,0,2,A,D,0,No Deposit,,,0,Transient,45.0,0,1
HB-049036,City Hotel,1,104,2024,April,14,5,2024-04-05,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,96.0,0,0
HB-080883,City Hotel,0,73,2023,November,47,24,2023-11-24,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,12.0,,27,Transient-Party,67.83,0,0
